winner_name,surface,tourney_level,tourney_name,count
David Ferrer,Hard,A,Stockholm,4
David Ferrer,Hard,A,Tokyo,10
David Ferrer,Hard,A,Valencia,21
David Ferrer,Hard,A,Vienna,11
David Ferrer,Hard,D,Other,9
David Ferrer,Hard,F,Masters Cup,4
David Ferrer,Hard,F,Tour Finals,4
David Ferrer,Hard,G,Australian Open,41
David Ferrer,Hard,G,US Open,33
David Ferrer,Hard,M,Canada Masters,9
David Ferrer,Hard,M,Cincinnati Masters,21
David Ferrer,Hard,M,Indian Wells Masters,11
David Ferrer,Hard,M,Miami Masters,35
David Ferrer,Hard,M,Other,3
David Ferrer,Hard,M,Paris Masters,19
David Ferrer,Hard,M,Shanghai Masters,10
David Goffin,Clay,A,Barcelona,6
David Goffin,Clay,A,Gstaad,4
David Goffin,Clay,A,Kitzbuhel,5
David Goffin,Clay,A,Marrakech,6
David Goffin,Clay,A,Other,8
David Goffin,Clay,D,Other,9
David Goffin,Clay,G,Roland Garros,19
David Goffin,Clay,M,Madrid Masters,7
David Goffin,Clay,M,Monte Carlo Masters,15
David Goffin,Clay,M,Rome Masters,15
David Goffin,Grass,A,Halle,6
David Goffin,Grass,A,Other,1
David Goffin,Grass,A,s Hertogenbosch,5
David Goffin,Grass,G,Wimbledon,18
David Goffin,Hard,A,Antwerp,6
David Goffin,Hard,A,Basel,13
David Goffin,Hard,A,Chennai,5
David Goffin,Hard,A,Marseille,7
David Goffin,Hard,A,Metz,8
David Goffin,Hard,A,Montpellier,9
David Goffin,Hard,A,Other,28
David Goffin,Hard,A,Rotterdam,10
David Goffin,Hard,A,Shenzhen,4
David Goffin,Hard,A,Tokyo,12
David Goffin,Hard,A,Washington,4
David Goffin,Hard,A,Winston-Salem,11
David Goffin,Hard,D,Other,20
David Goffin,Hard,F,Other,3
David Goffin,Hard,G,Australian Open,13
David Goffin,Hard,G,US Open,13
David Goffin,Hard,G,Us Open,5
David Goffin,Hard,M,Canada Masters,4
David Goffin,Hard,M,Cincinnati Masters,15
David Goffin,Hard,M,Indian Wells Masters,7
David Goffin,Hard,M,Miami Masters,14
David Goffin,Hard,M,Paris Masters,4
David Goffin,Hard,M,Shanghai Masters,10
David Guez,Hard,A,Other,1
David Guez,Hard,M,Other,1
David Jorda Sanchis,Clay,A,Other,1
David Katcharava,Clay,D,Other,1
David Marrero,Clay,A,Other,2
David Marrero,Clay,G,Other,1
David Nainkin,Carpet,A,Other,3
David Nainkin,Clay,A,Other,1
David Nainkin,Grass,A,Other,5
David Nainkin,Grass,G,Other,1
David Nainkin,Hard,A,Other,4
David Nainkin,Hard,A,Washington,4
David Nainkin,Hard,D,Other,1
David Nainkin,Hard,G,Other,3
David Nainkin,Hard,M,Other,5
David Nalbandian,Carpet,A,Basel,18
David Nalbandian,Carpet,A,Other,1
David Nalbandian,Carpet,D,Other,3
David Nalbandian,Carpet,F,Masters Cup,4
David Nalbandian,Carpet,M,Other,1
David Nalbandian,Clay,A,Acapulco,5
David Nalbandian,Clay,A,Barcelona,9
David Nalbandian,Clay,A,Buenos Aires,20
David Nalbandian,Clay,A,Estoril,10
David Nalbandian,Clay,A,Munich,5
David Nalbandian,Clay,A,Other,13
David Nalbandian,Clay,A,Palermo,4
David Nalbandian,Clay,A,Sao Paulo,6
David Nalbandian,Clay,A,Sopot,4
David Nalbandian,Clay,D,Other,11
David Nalbandian,Clay,G,Roland Garros,20
David Nalbandian,Clay,M,Hamburg Masters,4
David Nalbandian,Clay,M,Monte Carlo Masters,16
David Nalbandian,Clay,M,Rome Masters,11
David Nalbandian,Grass,A,Queen's Club,10
David Nalbandian,Grass,D,Other,2
David Nalbandian,Grass,G,Wimbledon,19
David Nalbandian,Hard,A,Auckland,6
David Nalbandian,Hard,A,Basel,6
David Nalbandian,Hard,A,Beijing,4
David Nalbandian,Hard,A,Other,10
David Nalbandian,Hard,A,Stockholm,7
David Nalbandian,Hard,A,Sydney,4
David Nalbandian,Hard,A,Vienna,7
David Nalbandian,Hard,A,Washington,6
David Nalbandian,Hard,D,Other,7
David Nalbandian,Hard,F,Other,2
David Nalbandian,Hard,G,Australian Open,26
David Nalbandian,Hard,G,US Open,21
David Nalbandian,Hard,M,Canada Masters,14
David Nalbandian,Hard,M,Cincinnati Masters,8
David Nalbandian,Hard,M,Indian Wells Masters,18
David Nalbandian,Hard,M,Madrid Masters,19
David Nalbandian,Hard,M,Miami Masters,10
David Nalbandian,Hard,M,Other,1
David Nalbandian,Hard,M,Paris Masters,11
David Pate,Carpet,A,Other,4
David Pate,Grass,G,Other,1
David Pate,Hard,A,Other,9
David Prinosil,Carpet,A,Copenhagen,7
David Prinosil,Carpet,A,Moscow,8
David Prinosil,Carpet,A,Ostrava,8
David Prinosil,Carpet,A,Other,17
David Prinosil,Carpet,A,St. Petersburg,8
David Prinosil,Carpet,D,Other,2
David Prinosil,Carpet,M,Other,2
David Prinosil,Carpet,M,Paris Masters,4
David Prinosil,Clay,A,Other,3
David Prinosil,Clay,D,Other,2
David Prinosil,Clay,G,Roland Garros,5
David Prinosil,Clay,M,Other,5
David Prinosil,Grass,A,Halle,9
David Prinosil,Grass,A,Newport,9
David Prinosil,Grass,A,Nottingham,5
David Prinosil,Grass,A,Other,2
David Prinosil,Grass,G,Wimbledon,10
David Prinosil,Hard,A,Basel,6
David Prinosil,Hard,A,Hong Kong,7
David Prinosil,Hard,A,Other,26
David Prinosil,Hard,A,Tokyo,10
David Prinosil,Hard,A,Washington,5
David Prinosil,Hard,G,Australian Open,6
David Prinosil,Hard,G,Other,2
David Prinosil,Hard,M,Other,1
David Rikl,Carpet,A,Marseille,4
David Rikl,Carpet,A,Other,2
David Rikl,Clay,A,Other,15
David Rikl,Clay,A,Prague,4
David Rikl,Clay,A,San Marino,4
David Rikl,Clay,G,Other,3
David Rikl,Clay,M,Monte Carlo Masters,5
David Rikl,Grass,G,Other,2
David Rikl,Hard,A,Jakarta,4
David Rikl,Hard,A,Other,7
David Rikl,Hard,D,Other,1
David Rikl,Hard,G,Other,2
David Sanchez,Clay,A,Amersfoort,5
David Sanchez,Clay,A,Barcelona,5
David Sanchez,Clay,A,Bucharest,9
David Sanchez,Clay,A,Gstaad,4
David Sanchez,Clay,A,Other,19
David Sanchez,Clay,A,Palermo,6
David Sanchez,Clay,A,St. Poelten,10
David Sanchez,Clay,A,Vina del Mar,10
David Sanchez,Clay,G,Roland Garros,5
David Sanchez,Clay,M,Other,5
David Sanchez,Hard,A,Other,4
David Sanchez,Hard,G,Other,3
David Sanchez,Hard,M,Other,2
David Sherwood,Grass,G,Other,1
David Skoch,Clay,A,Other,5
David Souto,Clay,D,Other,2
David Souto,Hard,D,Other,7
David Wheaton,Carpet,A,Grand Slam Cup,4
David Wheaton,Carpet,A,Other,6
David Wheaton,Carpet,M,Other,3
David Wheaton,Carpet,M,Paris Masters,6
David Wheaton,Clay,A,Coral Springs,5
David Wheaton,Clay,A,Other,10
David Wheaton,Clay,G,Roland Garros,5
David Wheaton,Clay,M,Other,3
David Wheaton,Grass,A,Newport,13
David Wheaton,Grass,A,Other,1
David Wheaton,Grass,A,Queen's Club,12
David Wheaton,Grass,D,Other,1
David Wheaton,Grass,G,Wimbledon,14
David Wheaton,Hard,A,Indianapolis,11
David Wheaton,Hard,A,Other,13
David Wheaton,Hard,A,Sydney Outdoor,5
David Wheaton,Hard,A,Tel Aviv,4
David Wheaton,Hard,A,Tokyo Outdoor,6
David Wheaton,Hard,A,Washington,9
David Wheaton,Hard,G,Australian Open,10
David Wheaton,Hard,G,US Open,9
David Wheaton,Hard,M,Cincinnati Masters,10
David Wheaton,Hard,M,Indian Wells Masters,4
David Wheaton,Hard,M,Miami Masters,9
David Wheaton,Hard,M,Other,3
David Witt,Clay,A,Other,5
David Witt,Grass,A,Other,3
David Witt,Grass,A,Queen's Club,4
David Witt,Hard,A,Other,1
David Witt,Hard,G,Other,1
David Witt,Hard,M,Other,1
Davide Sanguinetti,Carpet,A,Milan,7
Davide Sanguinetti,Carpet,A,Other,7
Davide Sanguinetti,Carpet,D,Other,3
Davide Sanguinetti,Clay,A,Bogota,6
Davide Sanguinetti,Clay,A,Coral Springs,4
Davide Sanguinetti,Clay,A,Other,26
Davide Sanguinetti,Clay,D,Other,6
Davide Sanguinetti,Clay,G,Roland Garros,5
Davide Sanguinetti,Clay,M,Other,1
Davide Sanguinetti,Clay,M,Rome Masters,5
Davide Sanguinetti,Grass,A,Other,6
Davide Sanguinetti,Grass,A,Queen's Club,7
Davide Sanguinetti,Grass,G,Wimbledon,7
Davide Sanguinetti,Hard,A,Chennai,4
Davide Sanguinetti,Hard,A,Delray Beach,8
Davide Sanguinetti,Hard,A,Memphis,7
Davide Sanguinetti,Hard,A,Other,20
Davide Sanguinetti,Hard,A,San Jose,5
Davide Sanguinetti,Hard,A,Stockholm,6
Davide Sanguinetti,Hard,A,Tashkent,7
Davide Sanguinetti,Hard,D,Other,2
Davide Sanguinetti,Hard,G,Other,3
Davide Sanguinetti,Hard,G,US Open,7
Davide Sanguinetti,Hard,M,Miami Masters,5
Davide Sanguinetti,Hard,M,Other,6
Davide Scala,Carpet,A,Other,1
Davide Scala,Clay,A,Other,4
Davide Scala,Clay,M,Other,2
Davide Scala,Hard,A,Other,1
Dawid Olejniczak,Hard,D,Other,3
Dejan Petrovic,Grass,A,Other,1
Dejan Petrovic,Hard,A,Other,1
Demetris Azoides,Hard,D,Other,1
Denes Lukacs,Clay,D,Other,1
Denes Lukacs,Hard,D,Other,1
Denis Gremelmayr,Clay,A,Barcelona,4
Denis Gremelmayr,Clay,A,Munich,4
Denis Gremelmayr,Clay,A,Other,6
Denis Gremelmayr,Grass,A,Other,2
Denis Gremelmayr,Hard,A,Other,12
Denis Gremelmayr,Hard,G,Other,3
Denis Gremelmayr,Hard,M,Other,1
Denis Istomin,Clay,A,Gstaad,5
Denis Istomin,Clay,A,Kitzbuhel,4
Denis Istomin,Clay,A,Other,22
Denis Istomin,Clay,D,Davis Cup G1 R2: UZB vs KOR,4
Denis Istomin,Clay,D,Other,15
Denis Istomin,Clay,G,Roland Garros,6
Denis Istomin,Clay,M,Other,3
Denis Istomin,Grass,A,Eastbourne,11
Denis Istomin,Grass,A,Nottingham,6
Denis Istomin,Grass,A,Other,4
Denis Istomin,Grass,A,Queen's Club,6
Denis Istomin,Grass,D,Other,4
Denis Istomin,Grass,G,Wimbledon,10
Denis Istomin,Hard,A,Brisbane,7
Denis Istomin,Hard,A,Chengdu,5
Denis Istomin,Hard,A,Delray Beach,4
Denis Istomin,Hard,A,Metz,4
Denis Istomin,Hard,A,Montpellier,4
Denis Istomin,Hard,A,Moscow,7
Denis Istomin,Hard,A,New Haven,4
Denis Istomin,Hard,A,Other,26
Denis Istomin,Hard,A,San Jose,11
Denis Istomin,Hard,A,St. Petersburg,6
Denis Istomin,Hard,A,Sydney,7
Denis Istomin,Hard,D,Other,12
Denis Istomin,Hard,G,Australian Open,11
Denis Istomin,Hard,G,US Open,8
Denis Istomin,Hard,M,Indian Wells Masters,5
Denis Istomin,Hard,M,Miami Masters,5
Denis Istomin,Hard,M,Other,5
Denis Kudla,Clay,A,Other,5
Denis Kudla,Clay,M,Other,1
Denis Kudla,Grass,A,Newport,7
Denis Kudla,Grass,A,Other,6
Denis Kudla,Grass,A,Queen's Club,5
Denis Kudla,Grass,G,Wimbledon,8
Denis Kudla,Hard,A,Other,17
Denis Kudla,Hard,A,Washington,7
Denis Kudla,Hard,D,Other,1
Denis Kudla,Hard,G,Australian Open,4
Denis Kudla,Hard,G,Other,1
Denis Kudla,Hard,G,US Open,4
Denis Kudla,Hard,M,Miami Masters,4
Denis Kudla,Hard,M,Other,2
Denis Matsukevitch,Carpet,A,Other,1
Denis Shapovalov,Clay,A,Geneva,4
Denis Shapovalov,Clay,A,Other,3
Denis Shapovalov,Clay,D,Other,3
Denis Shapovalov,Clay,G,Roland Garros,6
Denis Shapovalov,Clay,M,Madrid Masters,8
Denis Shapovalov,Clay,M,Rome Masters,12
Denis Shapovalov,Grass,A,Other,4
Denis Shapovalov,Grass,A,Queen's Club,4
Denis Shapovalov,Grass,G,Wimbledon,12
Denis Shapovalov,Hard,A,Atp Cup,5
Denis Shapovalov,Hard,A,Belgrade,5
Denis Shapovalov,Hard,A,Dubai,6
Denis Shapovalov,Hard,A,Other,36
Denis Shapovalov,Hard,A,Stockholm,9
Denis Shapovalov,Hard,A,Tokyo,7
Denis Shapovalov,Hard,A,Vienna,4
Denis Shapovalov,Hard,A,Washington,4
Denis Shapovalov,Hard,D,Other,11
Denis Shapovalov,Hard,F,Other,1
Denis Shapovalov,Hard,G,Australian Open,11
Denis Shapovalov,Hard,G,US Open,7
Denis Shapovalov,Hard,G,Us Open,8
Denis Shapovalov,Hard,M,Canada Masters,8
Denis Shapovalov,Hard,M,Cincinnati Masters,6
Denis Shapovalov,Hard,M,Indian Wells Masters,6
Denis Shapovalov,Hard,M,Miami Masters,11
Denis Shapovalov,Hard,M,Other,2
Denis Shapovalov,Hard,M,Paris Masters,6
Denis Yevseyev,Clay,A,Other,1
Deniss Pavlovs,Carpet,D,Other,3
Deniss Pavlovs,Clay,D,Other,4
Dennis Novak,Clay,A,Other,5
Dennis Novak,Clay,D,Other,3
Dennis Novak,Grass,G,Other,3
Dennis Novak,Hard,A,Other,9
Dennis Novak,Hard,D,Other,6
Dennis Novikov,Grass,A,Other,2
Dennis Novikov,Grass,G,Other,1
Dennis Novikov,Hard,G,Other,1
Dennis Novikov,Hard,M,Other,1
Dennis Van Scheppingen,Carpet,A,Other,2
Dennis Van Scheppingen,Clay,A,Amersfoort,5
Dennis Van Scheppingen,Clay,A,Amsterdam,6
Dennis Van Scheppingen,Clay,A,Other,7
Dennis Van Scheppingen,Clay,G,Other,1
Dennis Van Scheppingen,Grass,A,Other,1
Dennis Van Scheppingen,Grass,A,s Hertogenbosch,5
Dennis Van Scheppingen,Grass,G,Other,1
Dennis Van Scheppingen,Hard,A,Other,10
Dennis Van Scheppingen,Hard,D,Other,1
Dennis Van Scheppingen,Hard,G,Other,2
Dennis Van Scheppingen,Hard,M,Other,2
Denys Molchanov,Hard,D,Other,2
Derek Farren,Carpet,D,Other,1
Dermot Sweeney,Clay,D,Other,2
Derrick Rostagno,Carpet,A,Philadelphia,4
Derrick Rostagno,Carpet,A,Tokyo Indoor,4
Derrick Rostagno,Carpet,M,Other,5
Derrick Rostagno,Clay,A,Other,4
Derrick Rostagno,Clay,G,Other,3
Derrick Rostagno,Grass,A,Other,8
Derrick Rostagno,Grass,G,Wimbledon,10
Derrick Rostagno,Hard,A,New Haven,5
Derrick Rostagno,Hard,A,Orlando,4
Derrick Rostagno,Hard,A,Other,13
Derrick Rostagno,Hard,A,San Francisco,4
Derrick Rostagno,Hard,A,Washington,6
Derrick Rostagno,Hard,G,Other,1
Derrick Rostagno,Hard,G,US Open,4
Derrick Rostagno,Hard,M,Cincinnati Masters,4
Derrick Rostagno,Hard,M,Indian Wells Masters,4
Derrick Rostagno,Hard,M,Miami Masters,5
Derrick Rostagno,Hard,M,Other,3
Devin Mullings,Clay,D,Other,1
Devin Mullings,Hard,D,Other,5
Di Wu,Clay,D,Other,3
Di Wu,Hard,A,Other,2
Di Wu,Hard,D,Other,14
Di Wu,Hard,M,Other,2
Dias Doskarayev,Hard,D,Other,2
Dick Norman,Carpet,A,Other,4
Dick Norman,Clay,A,Other,1
Dick Norman,Clay,D,Other,1
Dick Norman,Clay,G,Roland Garros,4
Dick Norman,Grass,A,Other,9
Dick Norman,Grass,G,Other,3
Dick Norman,Hard,A,Other,4
Dick Norman,Hard,D,Other,2
Dick Norman,Hard,G,Other,2
Didac Perez,Clay,A,Other,1
Diego Cubas,Hard,D,Other,1
Diego Duran,Hard,D,Other,1
Diego Fernandez Flores,Clay,D,Other,1
Diego Galeano,Clay,D,Other,6
Diego Galeano,Hard,D,Other,2
Diego Hartfield,Carpet,A,Other,2
Diego Hartfield,Clay,A,Buenos Aires,4
Diego Hartfield,Clay,A,Other,10
Diego Hartfield,Clay,G,Other,1
Diego Hartfield,Hard,A,Other,1
Diego Junqueira,Clay,A,Other,7
Diego Junqueira,Clay,G,Other,2
Diego Junqueira,Hard,G,Other,1
Diego Junqueira,Hard,M,Other,1
Diego Nargiso,Carpet,A,Copenhagen,4
Diego Nargiso,Carpet,A,Ostrava,5
Diego Nargiso,Carpet,A,Other,9
Diego Nargiso,Carpet,D,Other,2
Diego Nargiso,Clay,A,Other,5
Diego Nargiso,Clay,A,Palermo,7
Diego Nargiso,Clay,A,San Marino,6
Diego Nargiso,Clay,D,Other,2
Diego Nargiso,Clay,G,Other,1
Diego Nargiso,Clay,M,Other,2
Diego Nargiso,Grass,A,Other,2
Diego Nargiso,Grass,A,Rosmalen,5
Diego Nargiso,Grass,G,Other,1
Diego Nargiso,Hard,A,Bordeaux,4
Diego Nargiso,Hard,A,Other,10
Diego Nargiso,Hard,G,Other,2
Diego Nargiso,Hard,M,Miami Masters,5
Diego Perez,Carpet,D,Other,1
Diego Perez,Clay,A,Kitzbuhel,4
Diego Perez,Clay,A,Other,7
Diego Perez,Clay,D,Other,5
Diego Perez,Clay,G,Roland Garros,4
Diego Perez,Hard,A,Other,3
Diego Schwartzman,Clay,A,Barcelona,7
Diego Schwartzman,Clay,A,Buenos Aires,17
Diego Schwartzman,Clay,A,Cordoba,7
Diego Schwartzman,Clay,A,Hamburg,4
Diego Schwartzman,Clay,A,Istanbul,10
Diego Schwartzman,Clay,A,Other,8
Diego Schwartzman,Clay,A,Rio de Janeiro,11
Diego Schwartzman,Clay,A,Sao Paulo,4
Diego Schwartzman,Clay,D,Other,5
Diego Schwartzman,Clay,G,Roland Garros,23
Diego Schwartzman,Clay,M,Madrid Masters,5
Diego Schwartzman,Clay,M,Monte Carlo Masters,9
Diego Schwartzman,Clay,M,Rome Masters,10
Diego Schwartzman,Grass,A,Other,3
Diego Schwartzman,Grass,G,Wimbledon,7
Diego Schwartzman,Hard,A,Antwerp,12
Diego Schwartzman,Hard,A,Atp Cup,4
Diego Schwartzman,Hard,A,Los Cabos,4
Diego Schwartzman,Hard,A,Other,16
Diego Schwartzman,Hard,A,Tokyo,4
Diego Schwartzman,Hard,A,Vienna,8
Diego Schwartzman,Hard,A,Winston-Salem,4
Diego Schwartzman,Hard,D,Other,2
Diego Schwartzman,Hard,G,Australian Open,13
Diego Schwartzman,Hard,G,US Open,11
Diego Schwartzman,Hard,G,Us Open,5
Diego Schwartzman,Hard,M,Canada Masters,8
Diego Schwartzman,Hard,M,Cincinnati Masters,7
Diego Schwartzman,Hard,M,Indian Wells Masters,7
Diego Schwartzman,Hard,M,Miami Masters,6
Diego Schwartzman,Hard,M,Paris Masters,5
Diego Schwartzman,Hard,M,Shanghai Masters,4
Diego Veronelli,Clay,A,Other,2
Dieter Kindlmann,Clay,G,Other,1
Digvijaypratap Singh,Hard,D,Other,1
Dimitar Grabuloski,Clay,D,Other,1
Dimitar Grabuloski,Hard,D,Other,1
Dimitar Kutrovsky,Carpet,D,Other,1
Dimitar Kutrovsky,Clay,D,Other,3
Dimitar Kutrovsky,Hard,A,Other,2
Dimitar Kutrovsky,Hard,D,Other,2
Dimitar Kuzmanov,Carpet,D,Other,1
Dimitar Kuzmanov,Clay,A,Other,1
Dimitar Kuzmanov,Clay,D,Other,4
Dimitar Kuzmanov,Hard,A,Other,6
Dimitar Kuzmanov,Hard,D,Other,6
Dimitri Mazur,Hard,D,Other,2
Dimitri Muzyka,Clay,D,Other,1
Dimitri Poliakov,Carpet,A,Moscow,4
Dimitri Poliakov,Carpet,A,Other,4
Dimitri Poliakov,Carpet,D,Other,3
Dimitri Poliakov,Clay,A,Other,7
Dimitri Poliakov,Clay,A,Umag,5
Dimitri Poliakov,Clay,D,Other,3
Dimitri Poliakov,Clay,G,Other,1
Dimitri Poliakov,Hard,A,Other,5
Dimitri Poliakov,Hard,G,Other,2
Dineshkanthan Thangarajah,Clay,D,Other,3
Dino Prizmic,Clay,A,Other,2
Dino Prizmic,Hard,A,Other,1
Dinu Pescariu,Carpet,D,Other,1
Dinu Pescariu,Clay,A,Bucharest,6
Dinu Pescariu,Clay,A,Other,9
Dinu Pescariu,Clay,D,Other,6
Dinu Pescariu,Clay,G,Other,1
Dinu Pescariu,Clay,M,Other,2
Dinu Pescariu,Grass,G,Other,1
Dinu Pescariu,Hard,A,Other,2
Dinu Pescariu,Hard,D,Other,2
Dinu Pescariu,Hard,G,Other,1
Diogo Rocha,Carpet,D,Other,1
Diogo Rocha,Clay,A,Other,1
Dirk Dier,Clay,A,Other,3
Dirk Dier,Clay,M,Other,1
Dirk Dier,Hard,G,Other,1
Dishan Herath,Clay,D,Other,1
Dmitri Tomashevich,Clay,D,Other,4
Dmitri Tomashevich,Grass,D,Other,2
Dmitri Tomashevich,Hard,D,Other,6
Dmitriy Makeyev,Hard,D,Other,2
Dmitro Tolok,Hard,D,Other,1
Dmitry Popko,Clay,D,Other,2
Dmitry Popko,Hard,D,Other,2
Dmitry Tursunov,Carpet,A,Other,5
Dmitry Tursunov,Carpet,D,Other,5
Dmitry Tursunov,Carpet,M,Other,3
Dmitry Tursunov,Clay,A,Barcelona,4
Dmitry Tursunov,Clay,A,Other,11
Dmitry Tursunov,Clay,D,Other,1
Dmitry Tursunov,Clay,G,Roland Garros,10
Dmitry Tursunov,Clay,M,Other,3
Dmitry Tursunov,Grass,A,Eastbourne,5
Dmitry Tursunov,Grass,A,Nottingham,4
Dmitry Tursunov,Grass,A,Other,1
Dmitry Tursunov,Grass,A,Queen's Club,8
Dmitry Tursunov,Grass,A,s Hertogenbosch,6
Dmitry Tursunov,Grass,G,Wimbledon,13
Dmitry Tursunov,Hard,A,Bangkok,6
Dmitry Tursunov,Hard,A,Doha,4
Dmitry Tursunov,Hard,A,Dubai,4
Dmitry Tursunov,Hard,A,Indianapolis,13
Dmitry Tursunov,Hard,A,Kuala Lumpur,4
Dmitry Tursunov,Hard,A,Los Angeles,6
Dmitry Tursunov,Hard,A,Marseille,7
Dmitry Tursunov,Hard,A,Memphis,7
Dmitry Tursunov,Hard,A,Metz,5
Dmitry Tursunov,Hard,A,Mumbai,5
Dmitry Tursunov,Hard,A,Other,17
Dmitry Tursunov,Hard,A,St. Petersburg,6
Dmitry Tursunov,Hard,A,Sydney,9
Dmitry Tursunov,Hard,A,Tokyo,8
Dmitry Tursunov,Hard,A,Washington,11
Dmitry Tursunov,Hard,D,Other,4
Dmitry Tursunov,Hard,G,Australian Open,5
Dmitry Tursunov,Hard,G,US Open,10
Dmitry Tursunov,Hard,M,Canada Masters,4
Dmitry Tursunov,Hard,M,Cincinnati Masters,6
Dmitry Tursunov,Hard,M,Indian Wells Masters,4
Dmitry Tursunov,Hard,M,Miami Masters,8
Dmitry Tursunov,Hard,M,Other,2
Dominic Stricker,Clay,A,Other,4
Dominic Stricker,Grass,A,Other,3
Dominic Stricker,Grass,G,Other,1
Dominic Stricker,Hard,A,Basel,4
Dominic Stricker,Hard,A,Other,7
Dominic Stricker,Hard,D,Other,1
Dominic Stricker,Hard,F,Other,1
Dominic Stricker,Hard,G,Other,3
Dominic Thiem,Clay,A,Barcelona,13
Dominic Thiem,Clay,A,Buenos Aires,12
Dominic Thiem,Clay,A,Gstaad,8
Dominic Thiem,Clay,A,Hamburg,6
Dominic Thiem,Clay,A,Kitzbuhel,18
Dominic Thiem,Clay,A,Lyon,4
Dominic Thiem,Clay,A,Munich,7
Dominic Thiem,Clay,A,Nice,10
Dominic Thiem,Clay,A,Other,7
Dominic Thiem,Clay,A,Rio de Janeiro,10
Dominic Thiem,Clay,A,Umag,5
Dominic Thiem,Clay,D,Other,4
Dominic Thiem,Clay,G,Roland Garros,28
Dominic Thiem,Clay,M,Madrid Masters,17
Dominic Thiem,Clay,M,Monte Carlo Masters,7
Dominic Thiem,Clay,M,Rome Masters,9
Dominic Thiem,Grass,A,Halle,5
Dominic Thiem,Grass,A,Other,1
Dominic Thiem,Grass,A,Stuttgart,4
Dominic Thiem,Grass,G,Wimbledon,5
Dominic Thiem,Hard,A,Acapulco,9
Dominic Thiem,Hard,A,Antwerp,4
Dominic Thiem,Hard,A,Beijing,5
Dominic Thiem,Hard,A,Brisbane,4
Dominic Thiem,Hard,A,Doha,4
Dominic Thiem,Hard,A,Metz,5
Dominic Thiem,Hard,A,Other,18
Dominic Thiem,Hard,A,Rotterdam,4
Dominic Thiem,Hard,A,St. Petersburg,6
Dominic Thiem,Hard,A,Vienna,16
Dominic Thiem,Hard,D,Other,4
Dominic Thiem,Hard,F,Tour Finals,9
Dominic Thiem,Hard,G,Australian Open,19
Dominic Thiem,Hard,G,US Open,15
Dominic Thiem,Hard,G,Us Open,8
Dominic Thiem,Hard,M,Cincinnati Masters,4
Dominic Thiem,Hard,M,Indian Wells Masters,14
Dominic Thiem,Hard,M,Miami Masters,7
Dominic Thiem,Hard,M,Other,2
Dominic Thiem,Hard,M,Paris Masters,8
Dominic Thiem,Hard,M,Shanghai Masters,4
Dominik Hrbaty,Carpet,A,Basel,6
Dominik Hrbaty,Carpet,A,Moscow,6
Dominik Hrbaty,Carpet,A,Other,7
Dominik Hrbaty,Carpet,A,St. Petersburg,4
Dominik Hrbaty,Carpet,D,Other,6
Dominik Hrbaty,Carpet,M,Paris Masters,9
Dominik Hrbaty,Clay,A,Barcelona,11
Dominik Hrbaty,Clay,A,Bastad,5
Dominik Hrbaty,Clay,A,Casablanca,10
Dominik Hrbaty,Clay,A,Dusseldorf,5
Dominik Hrbaty,Clay,A,Mallorca,5
Dominik Hrbaty,Clay,A,Other,24
Dominik Hrbaty,Clay,A,Palermo,5
Dominik Hrbaty,Clay,A,Prague,5
Dominik Hrbaty,Clay,A,San Marino,8
Dominik Hrbaty,Clay,A,St. Poelten,5
Dominik Hrbaty,Clay,A,Umag,7
Dominik Hrbaty,Clay,D,Other,9
Dominik Hrbaty,Clay,G,Roland Garros,13
Dominik Hrbaty,Clay,M,Hamburg Masters,4
Dominik Hrbaty,Clay,M,Monte Carlo Masters,8
Dominik Hrbaty,Clay,M,Rome Masters,9
Dominik Hrbaty,Grass,A,Other,2
Dominik Hrbaty,Grass,G,Wimbledon,4
Dominik Hrbaty,Hard,A,Adelaide,10
Dominik Hrbaty,Hard,A,Auckland,20
Dominik Hrbaty,Hard,A,Beijing,4
Dominik Hrbaty,Hard,A,Brighton,4
Dominik Hrbaty,Hard,A,Dubai,5
Dominik Hrbaty,Hard,A,Los Angeles,6
Dominik Hrbaty,Hard,A,Marseille,10
Dominik Hrbaty,Hard,A,Other,20
Dominik Hrbaty,Hard,A,Rotterdam,4
Dominik Hrbaty,Hard,A,St. Petersburg,8
Dominik Hrbaty,Hard,A,Tokyo,4
Dominik Hrbaty,Hard,A,Vienna,4
Dominik Hrbaty,Hard,D,Other,13
Dominik Hrbaty,Hard,G,Australian Open,22
Dominik Hrbaty,Hard,G,US Open,15
Dominik Hrbaty,Hard,M,Canada Masters,7
Dominik Hrbaty,Hard,M,Cincinnati Masters,6
Dominik Hrbaty,Hard,M,Miami Masters,15
Dominik Hrbaty,Hard,M,Other,7
Dominik Koepfer,Clay,A,Other,8
Dominik Koepfer,Clay,G,Other,3
Dominik Koepfer,Clay,M,Other,1
Dominik Koepfer,Clay,M,Rome Masters,5
Dominik Koepfer,Clay,O,Other,2
Dominik Koepfer,Grass,A,Other,2
Dominik Koepfer,Grass,G,Other,3
Dominik Koepfer,Hard,A,Acapulco,5
Dominik Koepfer,Hard,A,Other,11
Dominik Koepfer,Hard,A,Winston-Salem,4
Dominik Koepfer,Hard,D,Other,3
Dominik Koepfer,Hard,G,Other,6
Dominik Koepfer,Hard,M,Other,7
Dominik Meffert,Clay,A,Other,1
